,Course,Thing,Explanation,Date,Important,Index
386,MA1521,Lagrange Multiplier,"Process
::Find the maximum value of ƒ when travelling across 𝒈
> Let ƒ, 𝒈 be continuous and differentiable, and 𝒈(a, b) = 0
> Then, (𝒈ₓ(a, b), 𝒈ᵧ(a, b)) ≠ (0, 0) ⟹ (ƒₓ(a, b), ƒᵧ(a, b)) = λ(𝒈ₓ(a, b), 𝒈ᵧ(a, b))
> Sub into 𝒈 to solve for λ",22/10/2021,Important,375.0
387,GESS1019,Transport Planning,"Features
> Traffic: focus on road capacity
> Mobility: focus on movement of people and goods
> Accessibility: focus on opportunities
> Activity: why people go to places

Process
> Trip generation (Internal, External)² (Listing and estimating the connections)
> Trip distribution (Residential, Industrial, Commercial)² (Volume of connections)
> Modal split (Bus, Train, Both)
> Trip assignment (Find the least cost way to allocate resources)

Examples
?> Singapore_Land_Transport_Plan
?> LTA_Land_Transport_Master_Plan_2040",25/10/2021,Important,376.0
388,MA2001,Diagonalisation,"Topics
?> Eigenspace
?> Diagonalisable_Matrix
?> Orthogonal_Diagonalisation

Process
::Diagonalise an nxn matrix
> Make characteristic polynomial
> Find eigenvalues
> Find eigenspaces
> Find bases for eigenspaces",29/10/2021,,377.0
389,MA2001,Eigenspace,"Properties
> Dimension :- dimension of eigenspace ≤ multiplicity (power of eigenvalue in characteristic equation)",29/10/2021,,378.0
390,MA2001,Diagonalisable Matrix,"Properties
::A has n linearly independent eigenvectors
> ∑dimEᵢ = n
> dimEᵢ = multiplicity of eigenvalue for every eigenvalue of A
> Symmetric
> Eigenvalues are distinct and full

Types
?> Orthogonally_Diagonalisable_Matrix",29/10/2021,Important,379.0
391,MA2001,Orthogonally Diagonalisable Matrix,"Definition
> Orthogonal matrix P exists such that PᵀAP is diagonal

Properties
> Symmetric ⟺ orthogonally diagonalisable

Types
?> Stochastic_Matrix",29/10/2021,Important,380.0
392,MA2001,Orthogonal Diagonalisation,"Process
::Orthogonally diagonalise nxn matrix
> Make characteristic polynomial
> Find distinct eigenvalues
> Find eigenspaces
> Find bases for eigenspaces
> Do /Gram_Schmidt_Process
> (v₁ v₂ ... vₙ) is the orthogonal matrix",29/10/2021,,381.0
393,MA2001,Stochastic Matrix,"Usage
> Represent probability of events occurring
> Used to model long-term effects

Definition
> Sum along every column is equal to 1",29/10/2021,,382.0
394,MA2001,Best Approximation,"Definition
> The projection of u onto W is the best approximation of u in W",29/10/2021,Important,383.0
395,CS1231S,Graph Theory,"Topics
?> Graph
?> Adjacency_Matrix
?> Tree
?> Handshake_Theorem
?> Kruskal_s_Algorithm
?> Prim_s_Algorithm",29/10/2021,,384.0
396,CS1231S,Graph,"Types
?> Euler_Circuit
?> Euler_Path
?> Hamiltonian_Circuit",29/10/2021,,385.0
397,CS1231S,Euler Circuit,"Properties
> All vertices have even edges
> All edges are used once in a return trip",29/10/2021,,386.0
398,CS1231S,Euler Path,"Properties
> All but two vertices have even edges
> All edges are used once in a non-return trip",29/10/2021,,387.0
399,CS1231S,Hamiltonian Circuit,"Definition
> All vertices are visited once in a return trip

Topics
?> Subgraph_Of_Hamiltonian_Circuit",29/10/2021,,388.0
400,CS1231S,Subgraph Of Hamiltonian Circuit,"Properties
> Contains every vertex in G
> Is connected
> Has the same number of vertices and edges
> Vertices have degree 2",29/10/2021,,389.0
401,CS1231S,Adjacency Matrix,"Definition
> Matrix that contains all the connections between vertices
> Can be squared to find all connections of degree 2 (path length 2)

Properties
> Number of walks of length n from i to j :- Aⁿ(i,j) ",29/10/2021,Important,390.0
402,MA2001,Matrix Multiplication,"Definition
> A(u₁ u₂ ... uₙ) = (Au₁ Au₂ ... Auₙ)

Types
?> Block_Matrix_Multiplication",31/10/2021,Important,391.0
403,MA2001,Orthogonal Transition Matrix,"Definition
> The transition matrix P from orthonormal S to T is orthogonal and Pᵀ is the transition matrix from T to S

Properties
><MA v₁ = ∑(v₁⋅uᵢ)uᵢ MA>",31/10/2021,,392.0
404,MA2001,Orthogonal Coordinate Vector,"Definition
><MA (w)s = (w⋅u₁/||u₁||²  w⋅u₂/||u₂||²  w⋅u₃/||u₃||² ...) MA>",31/10/2021,Important,393.0
405,GESS1019,Singapore Land Transport Plan,"Types
?> MND_Land_Use_Plan__2030_

Features
> Expand road network but invest in public transport
> Achieve doubling of rail network to 10 min walk from MRT station
> CRL, JRL
> More bus routes
> Sheltered walkways
> Integrated transport hubs (Fairprice Hub, Bedok Mall, Northpoint, Jurong Point)
> Cycling paths
> Barrier-free transport system for seniors & disabled
> Achieve 75% public transport share by 2030",01/11/2021,,394.0
406,GESS1019,LTA Land Transport Master Plan 2040,"Features
> 2018 set up an advisory panel and launched engagement exercise to get feedback

Usage
> Make ""Walk Cycle Ride"" as the go to way to travel (comfort, choice, speed)
> Make that more inclusive

Examples
?> 20_Min_Town_45_Min_City
?> Transport_For_All
?> Healthy_Lives_Safer_Journeys",01/11/2021,,395.0
407,GESS1019,20 Min Town 45 Min City,"Features
> Seamless multi-modal travel
> Spread out amenities
> Bring jobs to home
> Prioritise public transport",01/11/2021,,396.0
408,GESS1019,Transport For All,"Features
> Developing transport worker skills
> Infrastructure for barrier-free travel
> Caring community culture
> Meet diverse needs",01/11/2021,,397.0
409,GESS1019,Healthy Lives Safer Journeys,"Features
> Community spaces
> Smart technology
> Noise barriers
> Environment technologies
> Reduce accidents",01/11/2021,,398.0
410,GESS1019,Land Use Issues,"Features
> Trilemma between quality, affordability, profitability
> Mismatch of future supply-demand
> Car-ownership aspirations
> Legitimate use of nature reserves",01/11/2021,,399.0
411,GESS1019,Singapore Transport Policies,"Policies
> Vehicle Quota System 1990
> ERP 1998 (Gantries, flexible, equitable)
> Congestion Pricing Scheme 1975 (Pay after entering zone)",01/11/2021,,400.0
412,GESS1019,Pubilc Transport Business Model,"Features
> Operators pay annual license charges and have to follow Asset Management Requirements
> Lower the barriers to entry
> Operators can focus on the operating side
> Pubilc Transport Council to conduct fare review",01/11/2021,,401.0
413,CS1101S,Concurrent Programming,"Definition
> Two threads happening at the same time

Topics
?> Serialisation",03/11/2021,,402.0
414,CS1101S,Serialisation,"Definition
> Used to constrain the code to behave properly
> Functions within the same serialisation must be sequential",03/11/2021,,403.0
415,MA2001,Linear Transformation,"Properties
::T is a linear transformation
> T(0) = 0
> T(u + v)  = T(u) + T(v)
> cT(u) = T(cu)

Process
> A(u₁) = v₁, A(u₂) = v₂, A(u₃) = v₃ ⟹ A = (v₁ v₂ v₃)(u₁ u₂ u₃)⁻¹

Topics
?> Range__LT_
?> Kernel__LT_",06/11/2021,Important,404.0
416,MA2001,Range (LT),"Definition
> R(T) is the set of all possible images of T",06/11/2021,,405.0
417,MA2001,Kernel (LT),"Definition
> Ker(T) is the set of all vectors whose images are 0",06/11/2021,,406.0
418,MA2001,Block Matrix Multiplication,"Definition
><MA A(B₁ B₂) = (AB₁ AB₂) MA>",09/11/2021,,407.0
419,MA2001,Elementary Matrix,"Definition
> R₃ + 2R₁ means 3rd row, 1st column is 2
> Invert means 3rd row, 1st column is -2",09/11/2021,,408.0
420,MA1521,Volume Of Revolution (Disc),"Definition
><MA πʃy²dx MA>",09/11/2021,,409.0
421,MA1521,Volume Of Revolution (Shell),"Definition
><MA 2πʃxydx MA>",09/11/2021,,410.0
422,MA1521,Arc Length,"Definition
><MA ʃ√(1 + y')dx MA>",09/11/2021,,411.0
423,MA1521,Surface Area Of Revolution,"Definition
><MA 2πʃy√(1 + y')dx MA>",09/11/2021,,412.0
424,CS1231S,Group,"Properties
> Obeys /Closure_Law
> Obeys /Associative_Law
> Obeys /Identity_Law
> Has an /Inverse_Statement",11/11/2021,,413.0
425,CS1101S,Cheatsheet For PA,"Code <JV
// put the first n elements of xs into a list
function take(xs, n) {
    return n === 0
        ? null
        : pair(head(xs), take(tail(xs), n-1));
}

// drop the first n elements from list, return rest
function drop(xs, n) {
    return n === 0
        ? xs
        : drop(tail(xs), n-1);
}

// given a non-empty list xs, returns the smallest item in xs
function smallest(xs) {
    return accumulate((x,y) => x <= y ? x : y, head(xs), xs);
}

// Removes the first instance of x from xs
function remove(x, xs) {
    return is_null(xs)
        ? null
        : equal(head(xs), x) ? remove(null, tail(xs)) : pair(head(xs), remove(x, tail(xs)));
}

function selection_sort(xs) {
    if(is_null(xs)) {
        return null;
    } else {
        const x = smallest(xs);
        return pair(x, selection_sort(remove(x, xs)));
    }
}

function search_cond(A, cond) {
    let i = 0;
    while (true) {
        if (A[i] === undefined) {
            return -1;
        } else if (cond(A[i])) {
            return i;
        } else {
            i = i + 1;
        }
    }
}

function insert(A, pos, x) {
    
    let i = pos;
    let store = x;
    if (A[pos] === undefined) {
        A[pos] = x;
    } else {
        while (!is_undefined(A[i])) {
            display(A[i+1]);
            let temp = A[i];
            A[i] = store;
            store = temp;
            i = i + 1;
        }
        A[i] = store;
    }
}

function insertion_sort(A) {
    let result = [A[0]];
    let i = 1;
    while (i < array_length(A)) {
        let pos = search_cond(result, x => x >= A[i]);
        if (pos === -1) {
            pos = i;
        }
        display(A[i]);
        display(result);
        display(pos);
        insert(result, pos, A[i]);
        i = i + 1;
    }
    return result;
    // display(search_cond(result, x => x < 5));
}

function merge(xs, ys) {
    if(is_null(xs)) {
        return ys;
        
    } else if (is_null(ys)) {
        return xs;
        
    } else {
        const x = head(xs);
        const y = head(ys);
        return (x < y)
            ? pair(x, merge(tail(xs), ys))
            : pair(y, merge(xs, tail(ys)));
        
    }
}
    
function merge_sort(xs) {
    if(is_null(xs) || is_null(tail(xs))) {
        return xs;
    } else {
        const mid = math_floor(length(xs)/2);
        return merge(merge_sort(take(xs, mid)), merge_sort(drop(xs, mid)));
    }
}

function array_to_stream(a) {
    function iterator(i) {
        return a[i] === undefined
            ? null
            : pair(a[i], () => iterator(i + 1));
    }
    return iterator(0);
}

function loop_stream(s){
    const start = s;
    function helper(s){
        if(is_null(s)){
            return pair(head(start),()=>helper(stream_tail(start)));
        }else{
            return pair(head(s),()=>helper(stream_tail(s)));
        }
    }
    return helper(s);
}

function accumulate_tree(f1, f2, initial, tree) {
    if (is_null(tree)) {
        return initial;
    } else {
        const head_acc = is_list(head(tree))
            ? accumulate_tree(f1, f2, initial, head(tree))
            : f1(head(tree));
        
        const rest_acc = accumulate_tree(f1, f2, initial, tail(tree));
        return f2(head_acc, rest_acc);
    }
}

const mem = [];

function read(n, k) {
  return mem[n] === undefined
    ? undefined
    : mem[n][k];
}
function write(n, k, value) {
  if (mem[n] === undefined) {
    mem[n] = [];
  }
  mem[n][k] = value;
}

function stream_map(f, s) {
  return is_null(s)
    ? null
    : pair(f(head(s)),
      () => stream_map(f, stream_tail(s)));
}

function stream_filter(p, s) {
  return is_null(s)
    ? null
    : p(head(s))
    ? pair(head(s),
      () => stream_filter(p, stream_tail(s)))
    : stream_filter(p, stream_tail(s));
}

function enum_stream(low, hi) {
  return low > hi 
    ? null
    : pair(low,
      () => enum_stream(low + 1, hi));
}

function add_streams(s1, s2) {
  if (is_null(s1)) {
    return s2;
  } else if (is_null(s2)) {
    return s1;
  } else {
    return pair(head(s1) + head(s2),
      () => add_streams(stream_tail(s1),
        stream_tail(s2)));
}
}

const ones = pair(1, () => ones);
const integers =
  pair(1, () => add_streams(ones, integers));
  
function fibgen(a, b) {
  return pair(a, () => fibgen(b, a + b));
}

function memo_max_flies_to_eat(tile_flies) {
    
    const height = array_length(tile_flies);
    const width = array_length(tile_flies[0]);
    
    function max_bottom(r, c) {
        if (c < 0 || c > width - 1) {
            return 0;
        } else if (r === height - 1) {
            write(r, c, tile_flies[r][c]);
            return tile_flies[r][c];
        } else if (read(r, c) !== undefined) {
            return read(r, c);
        } else {
            const result = tile_flies[r][c] + math_max(max_bottom(r + 1, c - 1), max_bottom(r + 1, c), max_bottom(r + 1, c + 1));
            write(r, c, result);
            return result;
        }
    }
    let best = 0;
    for (let c = 0; c < width; c = c + 1) {
        best = math_max(best, max_bottom(0, c));
    }
    return best;
}

function zip_streams(s1, s2) {

    return pair(head(s1), () => pair(head(s2), () => zip_streams(tail(s1)(), tail(s2)())));

}

merge_sort(list(4,6,2,1,8,5));
JV>",12/11/2021,,414.0
426,MA2001,Matlab Char Poly,"Usage
> Provides the characteristic polynomial associated with the matrix
><MA charpoly() MA>",12/11/2021,,415.0
427,MA2001,Matlab Solve Char Poly,"Usage
> Solves the characteristic polynomial associated with the matrix
><MA solve(charpoly(A, x)) MA>",12/11/2021,Important,416.0
428,MA2001,Matlab Eigenvalue,"Usage
> Finds the eigenvalues
><MA eig() MA>",12/11/2021,Important,417.0
429,MA2001,Matlab Eigenspace,"Usage
> Finds eigenspace associated to the λ
><MA null(λ*eye() - A, 'r') MA>",12/11/2021,Important,418.0
430,GESS1019,LKY World City Prize,"Definition
> Awards are given to cities which exemplify certain features

Features
?> Creative_&_Innovative_Plan
?> Replicable_&_Scalable_Plan
?> Durable_&_Sustainable_Plan
?> Integrable_Plan",17/11/2021,,419.0
431,GESS1019,Durable & Sustainable Plan,"Features
::Bilbao
> Recovered valuable land along the river to transition into knowledge-based economy
> Improved infrastructure
::Medellin
> Leaders dedicated to tackle deep-rooted problems in amenities
> Transport for the inaccessible places
> Social innovation
> Great reduction in murder rates",17/11/2021,,420.0
432,GESS1019,Integrable Plan,"Features
::NYC
> Mayor Bloomberg focused on improving infrastructure, redevelopment
> PlaNYC to address land, water, transport, energy, air issues
::Seoul
> Collaborated with community and stakeholders
> Engaged the population with ground-up initiatives and gave 5% of city budget to public participatory planning",17/11/2021,,421.0
433,GESS1019,Creative & Innovative Plan,"Features
::Bilbao
> Arts as symbolic transformation of the city and tourism
::Seoul
> Transition DongDaeMun into a cultural centre",17/11/2021,,422.0
434,GESS1019,Replicable & Scalable Plan,"Features
::New York
> 3.8bill for renovating and creating new parks",17/11/2021,,423.0
435,GESS1019,Development Guide Plan,"Features
> Materialise 1991 concept plans for implementation
> Encourage public participation
> Focusses on separate areas
> Building height and land-use requirements
> Data Collection, Analysis, Outline plan, Draft, Statutory exhibition, Statutory master plan",18/11/2021,,424.0
436,GESS1019,Singapore Urbanisation Goals,"Types
?> Basic_Needs_Of_People
?> Basic_Functions_Of_Land
?> Sustainability_Of_Land
?> Liveability_For_People",18/11/2021,,425.0
437,GESS1019,Basic Needs Of People,"Features
> Transport
> Safeguard nature reserves while improving open spaces and waterways
> Build houses for sale and not rent",18/11/2021,,426.0
438,GESS1019,Basic Functions Of Land,"Features
> Need sufficient seafront area for harbour and port
> Need shorter buildings near airport
> Distance factories from residential areas",18/11/2021,,427.0
439,GESS1019,Sustainability Of Land,"Features
> Preserve historical buildings and heritage sites",18/11/2021,,428.0
440,GESS1019,Liveability For People,"Features
> Each town should be self-sufficient",18/11/2021,,429.0
441,CS1101S,Source Merge B,"Code <JV
function mergeB(xs, ys) {
    if (is_null(xs) && is_null(ys)) {
        return null;
    } else if (is_null(xs) || head(ys) < head(xs)) {
        set_tail(ys, mergeB(xs, tail(ys)));
        return ys;
    } else {
        set_tail(xs, mergeB(tail(xs), ys));
        return xs;
    }
}
JV>",18/11/2021,Simportant,430.0
442,CS1101S,Source Zipper,"Code <JV
const zipper = (x, y) => x === null ? null : pair(pair(head(x), head(y)), zipper(tail(x), tail(y)));
JV>",19/11/2021,,431.0
443,CS1231S,Split Set Law,"Definition
><MA S = (S⋂A)⋃(S\A) MA>",19/11/2021,,432.0
444,CS1231S,Uniqueness Of Complement Law,"Definition
><MA X₁,X₂ ⊆ A⋀Y₁,Y₂ ⊆ (U\A) ⟹ X₁⋃Y₁ = X₂⋃Y₂ → (X₁,Y₁) = (X₂,Y₂) MA>",19/11/2021,Important,433.0
445,CS1231S,Tree,"Topics
?> Binary_Tree
?> Minimum_Spanning_Tree",19/11/2021,,434.0
446,CS1231S,Binary Tree,"Types
?> Full_Binary_Tree

Topics
?> Tree_Traversal

Properties
> Terminal Vertices :- maximum is 2^h for height h",19/11/2021,,435.0
447,CS1231S,Full Binary Tree,"Properties
> Vertices :- 2k+1 for k internal vertices",19/11/2021,Important,436.0
448,CS1231S,Tree Traversal,"Types
?> Pre_Order_Traversal
?> In_Order_Traversal
?> Post_Order_Traversal
?> Level_Order_Traversal",19/11/2021,Simportant,437.0
449,CS1231S,Pre Order Traversal,"Process
> Get Root, then Left, then Right",19/11/2021,,438.0
450,CS1231S,In Order Traversal,"Process
> Get Left, then Root, then Right",19/11/2021,,439.0
451,CS1231S,Post Order Traversal,"Process
> Get Left, then Right, then Root",19/11/2021,,440.0
452,CS1231S,Handshake Theorem,"Definition
><MA Degree of G = 2 × Number of edges MA>",19/11/2021,,441.0
453,CS1231S,Minimum Spanning Tree,"Definition
> Least number of edges to cover all vertices

Process
?> Kruskal_s_Algorithm
?> Prim_s_Algorithm",21/11/2021,,442.0
454,CS1231S,Kruskal's Algorithm,"Process
> Sort the edges by weight
> Choose the lightest edge from current point
> If edge doesn't end up in circuit, add the edge",21/11/2021,Important,443.0
455,CS1231S,Prim's Algorithm,"Process
> Choose the lightest edge from any point in the current tree

Properties
> /Run_Time_Complexity :- O((V+E)logV)",21/11/2021,Important,444.0
